id,smiles,tags
70831,Nc1c(-c2c[nH]cn2)ccnc1-n1cccc1,"{'SeeSAR', 'DF'}"
70833,c1ccn(-c2nccc3nc(N4CCNCC4)[nH]c23)c1,"{'SeeSAR', 'DF'}"
70834,c1ccn(-c2nccc3c2N=C(N2CCNCC2)C3)c1,"{'SeeSAR', 'DF'}"
70835,c1ccn(-c2nccc3sc(N4CCNCC4)nc23)c1,"{'SeeSAR', 'DF'}"
70836,c1ccn(-c2nccc3oc(N4CCNCC4)nc23)c1,"{'SeeSAR', 'DF'}"
70838,c1ccn(-c2cc(-c3cn[nH]c3-c3ccncc3)ccn2)c1,"{'SeeSAR', 'DF'}"
70839,c1cncc(Cn2ccc(-c3cccnc3-n3cccc3)c2)c1,"{'SeeSAR', 'DF'}"
70840,Nc1c(-c2cn[nH]c2-c2ccncc2)ccnc1-n1cccc1,"{'SeeSAR', 'DF'}"
70841,NC(=O)N1CCN(c2nc3c(-n4cccc4)nccc3o2)CC1,"{'SeeSAR', 'DF'}"
70842,NC(=O)N1CCN(c2nc3c(-n4cccc4)nccc3s2)CC1,"{'SeeSAR', 'DF'}"
70845,c1cnc(-n2cccc2)c(CCc2c[nH]nc2-c2ccncc2)c1,"{'SeeSAR', 'DF'}"
70846,c1cnc(-n2cccc2)c(CSc2c[nH]nc2-c2ccncc2)c1,"{'SeeSAR', 'DF'}"
70847,c1cnc(-n2cccc2)c(SCc2cn[nH]c2-c2ccncc2)c1,"{'SeeSAR', 'DF'}"
70848,c1cnc(-n2cccc2)c(COc2cn[nH]c2-c2ccncc2)c1,"{'SeeSAR', 'DF'}"
