smiles,template,compound_set,hit1,hit2,hit3
CC(CC(=O)Nc1c[nH]nc1-c1ccccn1)C1CCCCC1,z0215a,knitwork_green_site_pure,z0215a,z0637a,
CC(CC(=O)Nc1c[nH]nc1-c1ccccn1)C1CCCCC1,z0637a,knitwork_green_site_pure,z0215a,z0637a,
c1ccc2c(CNc3nnc(-c4ccncc4)o3)coc2c1,z0411a,knitwork_green_site_pure,z0411a,3vws-b,
CC(O)CNC(=O)Nc1cccc2c1OC(C)(C)CC2,z0211a,knitwork_green_site_pure,z0211a,z0991a,
CC(O)CNC(=O)Nc1cc(F)cc2c1OCCC2,z0211a,knitwork_green_site_pure,z0211a,z0991a,
CCC(=O)Nc1ccccn1,d0472b,knitwork_green_site_pure,d0472b,z0384a,
CCNC(CC1(OC)CC1)c1cscn1,z0496a,knitwork_green_site_pure,z0496a,z0521a,
O=C(CCc1cncs1)N1CCCc2ccc([N+](=O)[O-])cc21,z0496a,knitwork_green_site_pure,z0904a,z0496a,
CC1Cc2ccccc2N(C(=O)C(F)(F)c2cccnc2)C1,z0165a,knitwork_green_site_pure,z0165a,d0472b,
CCNC(CC1CC1C)c1cscn1,z0496a,knitwork_green_site_pure,z0496a,z0521a,
O=C(NC(C1CCC1)C(F)(F)F)c1ccn(-c2cccnc2)n1,d0472b,knitwork_green_site_pure,d0472b,z0215a,z0653a
c1ccc2c(c1)CCCN2Cc1ncc[nH]1,d0378a,knitwork_green_site_pure,d0378a,z0904a,
COc1cccc2c(CC(=O)NCC(O)c3ccncc3)coc12,z0411a,knitwork_green_site_pure,z0411a,3vws-b,
COc1cccc2c(CC(=O)NCC(O)c3ccncc3)coc12,3vws-b,knitwork_green_site_pure,z0411a,3vws-b,
CCOC(=O)c1cnccc1NCC(C)(O)COC,z0637a,knitwork_green_site_pure,z0628a,z0637a,
c1nc(-c2cncs2)cs1,z0496a,knitwork_green_site_pure,z0384a,z0496a,
Cn1ccc2cc(S(=O)(=O)Nc3ccc4occc4c3)ccc21,3vws-a,knitwork_green_site_pure,z0136a,3vws-a,
CC(NC(=O)NCc1ccn(C)n1)c1coc2ccccc12,z0215a,knitwork_green_site_pure,z0215a,3vws-b,
CC(CN1CCCC1=O)NC(=O)c1cccc2ncccc12,z1018a,knitwork_green_site_pure,z1018a,z1040a,
CCCc1cc(C(=O)OC(C)c2coc3ccccc23)[nH]n1,z0215a,knitwork_green_site_pure,z0215a,3vws-b,
COc1ccc2cccnc2c1CNC(=O)CCN1CCCC1=O,z1018a,knitwork_green_site_pure,z1018a,z1040a,
COc1ccc2cccnc2c1CNC(=O)CCN1CCCC1=O,z1040a,knitwork_green_site_pure,z1018a,z1040a,
Cc1ccc2c(CC(=O)NCCc3ccncc3)coc2c1,3vws-b,knitwork_green_site_pure,z0411a,3vws-b,
O=C(OC1CC(n2cccn2)C1)c1coc2ccccc12,z0215a,knitwork_green_site_pure,z0215a,3vws-b,
COc1ccc2c(C(=O)OCCN3CCCC3=O)ccnc2c1,z1018a,knitwork_green_site_pure,z1018a,z1040a,
