Retro_OK_batch1-2024-12-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,
smiles,name,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,_id,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,merge_set,inspiration_1,inspiration_2,inspiration_3,inspiration_4,inspiration_5,inspiration_6,purple,purple-text,green,green-text,blue,blue-text,red,red-text
COCCNC(=O)CN(C)c1ccc(-c2ccncc2)cn1,v719a,10.175415,0.240098,69115,26114,4291,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69115-P53,acceptable,expansion,None,RHGXKFKNZMJLLI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
O=C(O)c1cc(S(=O)(=O)NCc2nccs2)c[nH]1,v720a,7.674559,0.372428,69116,10384,4292,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69116-P52,acceptable,expansion,None,JXVNKNVHNMVNRQ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
O=C1CN(c2nc([C@H]3CCOC3)ns2)CCN1c1cccnc1,v721a,3.312843,0.426902,69215,16185,4293,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69215-P59,acceptable,expansion,None,XKQGFFJHKNLDLD-NSHDSACASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0472a,,,,,,,,,,,TRUE,bad
CC(=O)NCC[C@H](C)NC(=O)c1csc(-c2ccccn2)n1,v722a,16.101909,0.403206,69322,13838,4294,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69322-P224,acceptable,expansion,None,DLXWTSZYEMBMBI-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CCN(CCc1ccccn1)S(=O)(=O)Cc1cccnc1,v723a,1.726148,0.426346,69357,12433,4295,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217951/C69357-P79,acceptable,expansion,None,,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
Nc1cc(NCc2c[nH]cn2)ccn1,v724a,1.807809,0.51868,69503,12483,4296,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C12483-P42,acceptable,expansion,None,FJIZSRBICNYNGK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0875c,,,,,,,,,,,TRUE,bad
Cc1cnccc1NCc1c[nH]cn1,v725a,1.837259,0.512124,69511,12548,4297,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C12548-P42,acceptable,expansion,None,DJVQSQXCKGQNJE-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0875c,,,,,,,,,,,TRUE,bad
N#Cc1ccc(-c2nccs2)[nH]1,v726a,1.733986,0.572528,69558,25743,4298,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C25743-P42,acceptable,expansion,None,DVZVZQKDSZQBFI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CN(c1ccncc1N)n1cccc1,v727a,11.942608,0.572551,71035,11316,4299,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C11316-P42,acceptable,expansion,None,SLDQZNAKFVSJAT-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CO[C@H](C)Cn1ccnc1C(=O)c1ccncc1,v728a,3.943735,0.527306,71331,26056,4300,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C26056-P12,acceptable,expansion,None,ABSJUMHEVQDFDW-SNVBAGLBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,z0875c,,,,,,,,,,,TRUE,bad
C[C@@H](n1nc(-c2cncs2)nc1-c1cc[nH]c1)C(F)(F)F,v729a,13.114839,0.511635,71621,12388,4301,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C12388-P51,acceptable,expansion,None,BNKLTCVOXDAGTQ-SSDOTTSWSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CC(C)(C)C[C@H](Nc1ccncc1F)c1cccnc1,v730a,25.801607,0.419672,72166,10616,4302,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C10616-P42,acceptable,expansion,None,NBCUSURROPPKNC-HNNXBMFYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
C[C@H](Nc1cnc(-n2cccc2)cn1)c1ccccn1,v731a,2.062602,0.690786,72491,11480,4303,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C11480-P42,acceptable,expansion,None,VTQCVTAGCLFPPX-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,TRUE,experimental,,,,,,
COC(=O)CCN(Cc1cccnc1)S(=O)(=O)[C@@H]1CCOC1,v732a,9.805182,0.42205,72746,10412,4304,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C10412-P19,acceptable,expansion,None,NMMXOIPTLDWKIW-CYBMUJFWSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
CC[C@H](C(=O)Nc1c[nH]nc1-c1ccccn1)n1ccnc1,v733a,5.427521,0.523772,72767,19953,4305,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C19953-P42,acceptable,expansion,None,VMANCSUAJCYMRU-CYBMUJFWSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
O=C(CCC(=O)c1ccc[nH]1)O[C@@H](c1cccnc1)C(F)(F)F,v734a,3.536513,0.465197,72914,13403,4306,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C13403-P42,acceptable,expansion,None,DYUYMACNAFSKCY-AWEZNQCLSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0472a,,,,,,,,,,,TRUE,bad
CCCN(CCNC(=O)c1cccnc1)CC[C@H]1CCOC1,v735a,7.81578,0.49806,72931,16235,4307,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C16235-P19,acceptable,expansion,None,RAOJLVVTLKMWSI-HNNXBMFYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
C[C@H](NCCCNC(=O)C1CCC1)c1cnc(-c2ccccn2)s1,v736a,5.261388,0.515484,72937,11625,4308,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217037/C11625-P42,acceptable,expansion,None,AYRPVLHPYFLNIA-ZDUSSCGKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0472a,,,,,,,,,,,TRUE,bad
C[C@H](N[C@H](C)c1ccc(-c2cccnc2)cc1)[C@@H]1CCCO1,v737a,9.750204,0.627833,73360,17072,4309,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C17072-P19,acceptable,expansion,None,IBGRYOWVMGBQTA-VCBZYWHSSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
CC(C)C[C@H](NC(=O)c1cnc(-c2ccccn2)s1)C(F)(F)F,v738a,12.097528,0.524804,73409,13884,4310,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217037/C13884-P42,acceptable,expansion,None,HGMRINZTTPAZBD-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0472a,,,,,,,,,,,TRUE,bad
CN(C)[S@@](N)(=O)=NC(=O)c1cnn(C)c1-n1cccc1,v739a,4.107632,0.568063,73553,21483,4311,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C21483-P42,acceptable,expansion,None,FFWXXJFXGUGBRA-FQEVSTJZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,TRUE,experimental,,,,,,
Cn1ncc(C(=O)OCCCCC(C)(F)F)c1-n1cccc1,v742a,5.769195,0.462986,74043,22012,4313,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C22012-P42,acceptable,expansion,None,TXVJWSUUKKOFIK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CCc1nc(-n2cccc2)sc1C(=O)O[C@@H](C)CC,v743a,7.354595,0.581774,74230,15932,4314,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217037/C15932-P42,acceptable,expansion,None,NOINGOYTRGWMNJ-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0472a,,,,,,,,,,,TRUE,bad
O=C(O)[C@@H]1CCO[C@H]1CNCc1cncs1,v744a,2.261087,0.619205,75009,22253,4315,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C22253-P51,acceptable,expansion,None,AIKMHADXUOCSLX-BDAKNGLRSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,TRUE,okay,,,,
CC[C@@]1([C@H](N)c2cncs2)CCCO1,v745a,2.356851,0.603993,75040,22360,4316,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C22360-P26,acceptable,expansion,None,GUFDDOCDYVUCQD-ZJUUUORDSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
CC[C@H]1OCC[C@@H]1[C@@H](N)c1cncs1,v746a,1.738104,0.605811,75055,22423,4317,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C22423-P26,acceptable,expansion,None,MXLQRTYKAIFMPB-QXFUBDJGSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
CN[C@H](c1cncs1)[C@@H]1CCOC1,v747a,2.092875,0.667177,75081,22926,4318,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C22926-P26,acceptable,expansion,None,GSPDGNODYSQVGM-APPZFPTMSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
O=C(CCCN1CCCCC1)Nc1c[nH]nc1-c1nccs1,v750a,4.742774,0.418101,75307,22680,4321,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C22680-P12,acceptable,expansion,None,LDTDGTBCQNMDSI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0615b,,,,,,,,,,,TRUE,bad
NC[C@@H]1C[C@@H](CNCc2cncs2)CO1,v751a,1.905777,0.674421,75560,23087,4322,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C23087-P26,acceptable,expansion,None,ROUNVNLNYKULJE-IUCAKERBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
NC[C@@H]1C[C@@H](CNCc2cncs2)CO1,v751b,2.263562,0.650211,75562,23087,4323,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C23087-P51,acceptable,expansion,None,ROUNVNLNYKULJE-IUCAKERBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
O=S(=O)(c1cccnc1)N1C[C@H]2CC[C@@H](C1)N2C1CCNCC1,v753a,7.096061,0.294031,76379,20986,4324,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C20986-P42,acceptable,expansion,None,QTGZOLSVQNYTNC-GASCZTMLSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0193a,,,,,,,,,,,TRUE,bad
c1cc(O[C@@H]2CCN(c3ncnc4ccsc34)C2)ccn1,v754a,3.641854,0.37435,76550,26465,4325,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217039/C26465-P12,acceptable,expansion,None,YJYVHQCEAAVCOQ-GFCCVEGCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0866a,,,,,,,,,,,TRUE,bad
N#Cc1cc(C(=O)OCCN2CCCCC2)c[nH]1,v755a,17.860289,0.420521,78012,19378,4326,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C19378-P42,acceptable,expansion,None,KUUOTEMBQDIXRU-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0866a,,,,,,,,,,,TRUE,bad
N#Cc1cc(C(=O)OCCN2CCCCC2)c[nH]1,v755b,17.32491,0.420426,78015,19378,4327,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C19378-P68,acceptable,expansion,None,KUUOTEMBQDIXRU-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0866a,,,,,,,,,,,TRUE,bad
O=C(N[C@H](CO)CN1CCCCC1)c1[nH]ncc1C(F)(F)F,v757a,6.091508,0.524778,80342,23381,4328,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217036/C23381-P66,acceptable,expansion,None,RHSMPJRYUSHPSC-VIFPVBQESA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0851a,,,,,,,,,,,TRUE,bad
C[C@H](CC(=O)Nc1c[nH]nc1-c1ccccn1)C1CCNCC1,v758a,9.444357,0.405498,80857,15716,4329,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217036/C15716-P66,acceptable,expansion,None,GVDCPXLSWPNOSL-GFCCVEGCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0851a,,,,,,,,,,,TRUE,bad
CN(C)C(=O)Cn1cc(NS(=O)(=O)N2CCCCC2)cn1,v759a,4.629373,0.474286,83146,23248,4330,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217034/C23248-P68,acceptable,expansion,None,NKVIYNZLCNNVKG-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0866a,,,,,,,,,,,TRUE,bad
CN(C)C(=O)Cn1ccc(NS(=O)(=O)N2CCCCC2)n1,v760a,5.616815,0.451376,83147,23249,4331,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217034/C23249-P12,acceptable,expansion,None,CYTVGLIGRGDJAE-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0866a,,,,,,,,,,,TRUE,bad
CN(C)C(=O)Cn1ccc(NS(=O)(=O)N2CCCCC2)n1,v760b,4.66975,0.447795,83148,23249,4332,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217034/C23249-P68,acceptable,expansion,None,CYTVGLIGRGDJAE-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0866a,,,,,,,,,,,TRUE,bad
